key,n_instr,instr,cosine,rel_norm_err,r2_like
1325,2,detectable_format:number_bullet_lists|startend:quotation,0.5635036443152666,0.2854898816677612,0.2947332707440272
2386,2,keywords:frequency|length_constraints:number_paragraphs,0.26062216149748535,0.16536749566213327,-0.2615640683260414
2653,2,detectable_format:number_bullet_lists|keywords:letter_frequency,0.357457789990675,0.07079388910021889,-0.38107233299126886
3709,2,keywords:forbidden_words|startend:quotation,0.6726511464770355,0.0802523387459259,0.28632112416566824
136,2,detectable_format:number_bullet_lists|length_constraints:number_words,-0.024888784415161586,0.3048361461981603,-1.7675486613913947
30,2,length_constraints:number_words|startend:quotation,0.22820347377559688,0.21457076470838476,-0.9208433381752608
2583,2,keywords:frequency|punctuation:no_comma,0.6910672853535216,0.22262086959445088,0.47012421301499774
1069,2,length_constraints:number_words|punctuation:no_comma,0.6615051116156182,0.06850775348950729,0.36469597374156626
337,2,detectable_format:title|length_constraints:number_words,0.46403575940202785,0.17102273619482009,0.08214671858027811
3326,2,keywords:forbidden_words|keywords:letter_frequency,0.7258672231638064,0.1367432857566619,0.3580639016966123
1418,2,length_constraints:number_sentences|punctuation:no_comma,-0.12163791583136588,6.718350157146393,-61.45061822663965
16,2,combination:repeat_prompt|detectable_format:title,0.7475706493452664,0.06761773317370559,0.4564318796662311
1040,2,change_case:capital_word_frequency|startend:quotation,0.7249117684404404,0.19987220637737974,0.29990951526310883
1216,2,length_constraints:number_words|startend:quotation,0.558268022702871,0.06310942321246181,0.16830812756734082
1739,2,language:response_language|punctuation:no_comma,0.5413049246763745,0.05430397400764768,0.12947887451054418
2380,2,detectable_format:number_bullet_lists|punctuation:no_comma,0.39813004938209057,0.16660767490047168,-0.432050278358862
2909,2,detectable_format:number_highlighted_sections|length_constraints:number_words,0.5038073839653131,0.10557675389641685,0.10124123672907348
3479,2,keywords:forbidden_words|punctuation:no_comma,0.47462705581958614,0.08189784606662434,-0.14350711191360288
3565,2,keywords:forbidden_words|length_constraints:number_paragraphs,0.5287053919716316,0.260300287744409,0.23501074170140146
1964,2,keywords:letter_frequency|length_constraints:number_words,0.7087977181695404,0.21917536587896636,0.4972064353261696
279,3,change_case:english_lowercase|detectable_format:title|keywords:letter_frequency,0.5672597852107689,0.4814510179250123,-0.5139621896315998
2751,2,length_constraints:number_words|startend:quotation,0.7669008410456616,0.057941147615783846,0.5574566261679271
2785,2,detectable_content:number_placeholders|detectable_format:number_highlighted_sections,0.18262105534000364,0.6116289950104825,-2.0087133704607663
3272,3,combination:repeat_prompt|detectable_format:title|keywords:frequency,0.6760270102102733,0.36449139232565453,-0.016970074960577675
1880,2,keywords:letter_frequency|length_constraints:number_words,0.7615370898901044,0.1465754647117286,0.571495344203905
1535,2,change_case:english_lowercase|length_constraints:number_sentences,0.6824245979360297,0.21922984276838547,0.45603141933223934
2180,2,change_case:capital_word_frequency|length_constraints:number_paragraphs,0.6529068675864266,0.12410583620650015,0.37656388019211073
3069,3,change_case:english_lowercase|detectable_content:postscript|detectable_format:number_bullet_lists,0.4293817802249488,0.7514524806056204,-1.563502486946509
3371,2,combination:repeat_prompt|keywords:forbidden_words,0.6373615978466415,0.23564877287679498,0.04828211805425042
143,2,detectable_content:postscript|length_constraints:number_paragraphs,0.1531636925385683,0.18884722292866835,-0.4094905468147547
1174,3,detectable_format:number_highlighted_sections|keywords:letter_frequency|length_constraints:number_sentences,0.6750581605349275,0.1069305861419115,0.26919001488803385
1834,2,change_case:capital_word_frequency|length_constraints:number_sentences,0.6208702842373164,0.2544191504425055,0.36992717038903244
3623,2,language:response_language|startend:quotation,0.7206864648536283,0.05017065910700051,0.4668824761412913
1713,2,detectable_format:number_highlighted_sections|keywords:frequency,0.7096072787616516,0.03295944842143109,0.39898604808330695
3409,2,detectable_format:number_highlighted_sections|startend:quotation,0.3690768272176198,0.06443589103950785,-0.34730661793049156
1000,3,detectable_format:number_highlighted_sections|length_constraints:number_words|punctuation:no_comma,0.6406806330844659,0.294974189073918,-0.017628069966588944
3276,2,change_case:english_capital|length_constraints:number_sentences,0.5175139704251994,0.3268529999583837,0.24359914608436917
3351,2,detectable_format:number_highlighted_sections|length_constraints:number_paragraphs,0.46192732720424146,0.11950665070865134,0.03817951671238817
142,2,keywords:frequency|startend:quotation,0.6104397170169624,0.33233680854925385,-0.14849865577412347
1944,2,combination:repeat_prompt|punctuation:no_comma,0.4580864225805805,0.4320040935818181,-0.7386725004021677
2887,2,detectable_format:title|keywords:letter_frequency,0.7666468946797458,0.13427439125581447,0.5779309188175379
1392,3,detectable_format:title|length_constraints:number_sentences|length_constraints:number_words,0.6777837702353872,0.026202601796186328,0.3717667772113268
2216,3,change_case:english_lowercase|detectable_content:postscript|punctuation:no_comma,0.45874691596271894,0.10663108041812368,0.021552170833285755
3718,3,combination:repeat_prompt|detectable_format:title|punctuation:no_comma,0.718789233825135,0.47045754052536287,-0.04834697444248781
1379,2,detectable_format:number_highlighted_sections|keywords:frequency,0.5180048500000922,0.0056365202787514385,0.030544390257548848
3315,2,keywords:forbidden_words|length_constraints:number_paragraphs,0.5530480887957189,0.40775753852575025,0.3043259651118142
3245,2,detectable_content:number_placeholders|punctuation:no_comma,0.578694391416961,0.24069253634560261,0.3022660995317583
3619,2,detectable_content:number_placeholders|punctuation:no_comma,0.7324249299765244,0.031116475473859744,0.4472293550656251
1546,2,combination:repeat_prompt|punctuation:no_comma,0.5640996882737002,0.5915911311591032,-0.7375299944201916
3195,3,keywords:letter_frequency|language:response_language|punctuation:no_comma,0.7612998235723177,0.5955207589816143,-0.11634686877010858
2724,2,language:response_language|startend:quotation,0.7696493364421778,0.055703665727197545,0.5105330594752944
1879,2,length_constraints:number_sentences|length_constraints:number_words,0.4802862434359675,0.4478247959813628,0.22550690769391146
2391,2,change_case:english_lowercase|length_constraints:number_words,0.32214107306104184,0.17423774137776712,-0.1498592921173736
3669,2,language:response_language|punctuation:no_comma,0.7146007350342536,0.041618073054295206,0.4512248677682894
3089,2,detectable_format:number_highlighted_sections|length_constraints:number_sentences,0.6255223277348746,0.2882880176276972,0.38384950567140463
3305,2,combination:repeat_prompt|language:response_language,0.7537107721133135,0.05481658890068627,0.47741552619044847
3502,2,detectable_format:title|language:response_language,0.7544542714664739,0.1528439206521878,0.560607601279073
3131,2,detectable_content:postscript|detectable_format:title,0.6451736232369976,0.0761803147704057,0.33860544216115485
1705,2,detectable_content:postscript|startend:end_checker,0.49364453425822336,0.44147028610316325,-0.654688516793569
2497,2,detectable_format:number_highlighted_sections|startend:quotation,0.5521053976277914,0.12525866593020768,-0.023684592686458394
3744,2,detectable_content:number_placeholders|language:response_language,0.6842813268181652,0.09337024283223115,0.41880206109552354
152,2,change_case:english_lowercase|length_constraints:number_words,0.3109920711988515,0.014888566480189486,-0.35772057508101507
1582,2,language:response_language|punctuation:no_comma,0.6595804721230227,0.1876214635791466,0.41169924242986555
2616,2,detectable_format:number_highlighted_sections|keywords:frequency,0.4856613872357377,0.22811567293626983,-0.3153713320758207
3256,3,detectable_format:title|length_constraints:number_sentences|punctuation:no_comma,0.1907977237692524,1.6669215785351181,-6.094785863935112
3041,2,detectable_format:number_bullet_lists|length_constraints:number_sentences,0.4460916039522317,0.043058248606447594,-0.15737151847673592
2143,2,keywords:forbidden_words|length_constraints:number_sentences,0.42681265517322753,0.0907936099721451,-0.050534683107718026
3672,2,length_constraints:number_sentences|startend:quotation,0.7581921998206635,0.24235973957046036,0.5748551177351353
1389,2,change_case:english_capital|keywords:letter_frequency,0.36640124513079725,0.10329663643834441,-0.40876499328050286
3204,2,change_case:english_capital|punctuation:no_comma,0.41230651206443253,0.3687425770380997,-0.7447733528857712
286,2,length_constraints:number_sentences|startend:end_checker,0.5518741337279642,0.22168199440950026,0.2532882501579199
1936,2,detectable_format:number_bullet_lists|keywords:forbidden_words,0.597713613070953,0.1977971113926574,0.31544561553491457
331,2,change_case:capital_word_frequency|punctuation:no_comma,0.7157402445000424,0.09119873430456624,0.3713148096660409
2416,3,change_case:english_capital|keywords:letter_frequency|length_constraints:number_words,0.6895864396393189,0.1263885914278534,0.28473311707264803
349,2,detectable_format:number_highlighted_sections|length_constraints:number_words,0.6013692775044652,0.24264034731289966,0.3373120713317297
2605,2,keywords:letter_frequency|startend:quotation,0.6516723274147295,0.04985323007589631,0.33558963819977294
2713,2,combination:repeat_prompt|punctuation:no_comma,0.39317042645998174,0.0932113275284942,-0.3354742035538778
1219,3,change_case:english_capital|detectable_content:postscript|keywords:frequency,0.5390153369344035,0.279991396596672,-0.2585078547493218
2908,2,change_case:english_capital|detectable_content:postscript,0.49451515865409373,0.074388863104647,0.05870148340215309
2246,3,detectable_content:number_placeholders|keywords:frequency|length_constraints:number_words,0.5446456721908126,0.22246496061919976,-0.16280003382465824
1908,3,detectable_content:number_placeholders|detectable_format:number_bullet_lists|length_constraints:number_sentences,0.5341984699624631,0.16070751601356023,0.19228568853916017
3569,2,detectable_format:number_highlighted_sections|length_constraints:number_words,0.6706990453201344,0.08566299104702244,0.39047791541452836
3114,3,keywords:forbidden_words|length_constraints:number_words|startend:end_checker,0.39489089635967445,0.232906949572,-0.5463321542887836
1943,2,length_constraints:number_paragraphs|startend:end_checker,-0.17619163728010953,0.35275374247061614,-0.6470062744699552
3415,2,keywords:frequency|length_constraints:number_words,0.6848907027223534,0.0987967034351339,0.4222843104669848
3063,2,language:response_language|length_constraints:number_paragraphs,0.07490954872293829,0.13449383016651284,-1.1171069030139762
2471,2,detectable_content:number_placeholders|keywords:forbidden_words,0.7361235722725716,0.017155032660304322,0.4628992411995497
296,3,change_case:english_lowercase|keywords:frequency|length_constraints:number_words,0.6658662811813565,0.26430868990036077,0.08524449977429982
3710,3,detectable_content:postscript|detectable_format:number_highlighted_sections|detectable_format:title,0.65068635020475,0.08170508015527395,0.23761578593969201
2736,2,change_case:english_capital|startend:end_checker,0.7613791431234734,0.16916244440436004,0.574873753689242
1781,2,change_case:english_lowercase|length_constraints:number_words,0.25395342022673556,0.07982094746128156,-0.6175645569646497
1601,2,detectable_format:number_highlighted_sections|length_constraints:number_words,0.48113569589798433,0.09072255299111634,0.048186093488967296
2063,2,combination:repeat_prompt|punctuation:no_comma,-0.14553348602023164,0.31686540653078993,-2.117430550309867
1476,2,keywords:forbidden_words|length_constraints:number_sentences,0.5732077965137428,0.18451686963246752,-0.04513168649035393
2118,2,detectable_format:number_bullet_lists|length_constraints:number_paragraphs,0.3295513798988969,0.2865910539332856,-0.8073210576643834
2439,2,detectable_content:number_placeholders|punctuation:no_comma,0.5171075706774754,0.07091866788856473,-0.03930663843925419
3691,2,length_constraints:number_sentences|punctuation:no_comma,0.6650180831306237,0.11966616570693044,0.395888155634295
3335,2,language:response_language|punctuation:no_comma,0.39589013501885933,0.23879224679892314,0.023272063105033935
1300,3,keywords:letter_frequency|length_constraints:number_words|punctuation:no_comma,0.6434920525762634,0.29892553013173007,-0.015511082881371374
1843,2,change_case:english_lowercase|startend:quotation,0.6405837150870193,0.02859743549788252,0.3009064653961372
1643,2,length_constraints:number_words|punctuation:no_comma,0.4573511589517141,0.11918448250441685,0.029847955402498294
3311,2,detectable_format:title|language:response_language,0.45283343182073127,0.18122534253811726,0.07114515655495934
1233,2,keywords:frequency|startend:end_checker,0.5355681680179502,0.014252343701330356,0.05769471641958568
1561,2,combination:repeat_prompt|detectable_format:title,-0.06734490376931987,0.2441384921931659,-1.71545366118018
2100,2,change_case:english_lowercase|detectable_format:number_bullet_lists,0.6096761226188081,0.36974672930487046,0.3712816537705972
3084,2,punctuation:no_comma|startend:end_checker,0.5636554035697634,0.17880732808756594,-0.06070463376837787
3098,3,change_case:capital_word_frequency|detectable_format:number_bullet_lists|length_constraints:number_paragraphs,0.5082857161164664,0.20152266260073365,-0.2222236062272669
2787,2,keywords:letter_frequency|length_constraints:number_sentences,0.5953074173383079,0.19293213958418376,0.3095482658053602
1262,2,detectable_format:title|length_constraints:number_sentences,0.5715446011666119,0.34277594862496763,0.3193221680577104
2162,2,detectable_content:number_placeholders|length_constraints:number_sentences,0.7005627116018406,0.2323762796802372,0.48629096832766816
2739,2,combination:repeat_prompt|punctuation:no_comma,0.2823476911417164,0.002657246608003941,-0.4391257753469986
2449,2,keywords:letter_frequency|punctuation:no_comma,0.6628986835869972,0.22463473633337458,0.12388746136615147
3505,2,combination:repeat_prompt|punctuation:no_comma,0.4421283466637547,0.18905408799674617,-0.36242061024692496
2035,3,detectable_format:number_highlighted_sections|length_constraints:number_sentences|startend:quotation,0.5158634441123502,0.32995744971235547,-0.39663419246021614
2084,2,keywords:forbidden_words|keywords:frequency,0.57863269340097,0.3279224686191658,-0.22661936255123716
1287,2,change_case:english_lowercase|detectable_format:number_bullet_lists,0.44692102614679846,0.42484164060368074,0.18329360745281442
3538,2,keywords:frequency|length_constraints:number_words,0.6784749371015314,0.10501662205863349,0.4134524448104291
3680,2,detectable_format:number_highlighted_sections|keywords:frequency,0.5639530210961163,0.2561005693209144,0.2856623252244517
1967,2,change_case:english_lowercase|length_constraints:number_sentences,0.4781101218658449,0.07807456131598182,0.031617395205046694
3534,2,change_case:english_lowercase|length_constraints:number_sentences,0.3766601004175473,0.12329415909349088,-0.41558947896874243
1436,2,change_case:english_lowercase|keywords:forbidden_words,0.4271546645821057,0.059285191423983016,-0.21712805181275185
1980,3,detectable_content:postscript|detectable_format:number_bullet_lists|length_constraints:number_words,0.39094812666826423,0.5061040823558091,-1.0907329262487941
3608,2,change_case:english_lowercase|keywords:letter_frequency,0.5022377600056867,0.39635859743300605,-0.5472093841745618
332,2,combination:repeat_prompt|length_constraints:number_words,0.5766259300545096,0.2356671831705195,0.2972634348336416
1466,2,keywords:forbidden_words|startend:quotation,0.6924367793888946,0.07680626084011383,0.3317288230317934
1012,2,combination:repeat_prompt|detectable_format:title,0.5499752966010042,0.17590017739177485,0.22732858178236293
1823,2,detectable_format:number_highlighted_sections|length_constraints:number_sentences,0.4095043453781079,0.04725606605364916,-0.12741548563539618
2422,2,change_case:english_capital|detectable_format:title,0.7523214484292382,0.2260392857428727,0.5655192698748317
1627,3,combination:repeat_prompt|detectable_format:title|punctuation:no_comma,0.6571496216615748,0.3132047386032136,0.001437499507327633
2337,2,combination:repeat_prompt|punctuation:no_comma,0.522092301484207,0.08082584892280519,0.11490636682939182
3633,2,combination:repeat_prompt|punctuation:no_comma,0.6431177733639865,0.15939045856654718,0.1470628736447651
3243,2,detectable_format:number_highlighted_sections|length_constraints:number_words,0.6938568994066954,0.18435335530879593,0.4666046868960678
334,2,detectable_format:number_bullet_lists|startend:quotation,0.2992381686949053,0.006925982427611712,-0.4112789896985596
1571,2,change_case:english_lowercase|keywords:frequency,0.7099896136523127,0.10154890375995247,0.4685676734679516
2844,2,detectable_format:number_highlighted_sections|length_constraints:number_words,0.5472769501901921,0.34919640642246014,0.28879424423388766
374,2,combination:repeat_prompt|keywords:forbidden_words,0.47219382615527644,0.2762865962366984,-0.4235982288186271
3035,2,change_case:english_lowercase|detectable_content:number_placeholders,0.33661567073821386,0.8185950688504385,-2.0829519031983237
1653,2,change_case:capital_word_frequency|length_constraints:number_sentences,0.6167797471495003,0.05321613980178515,0.2715145193591607
1619,2,detectable_content:number_placeholders|detectable_content:postscript,0.5769959939140876,0.13994340947243836,0.01601451926736952
1129,2,combination:repeat_prompt|keywords:letter_frequency,0.1471866997152243,0.007969017999307609,-0.6920979516474257
2372,2,change_case:english_lowercase|detectable_format:number_highlighted_sections,0.39176653221755087,0.9504209670030141,-2.275922276451435
2943,3,change_case:english_lowercase|keywords:frequency|length_constraints:number_paragraphs,0.3120857315043691,0.003824926166768586,-0.3705808724394677
127,2,keywords:forbidden_words|keywords:frequency,0.4954883960952684,0.029823776987620787,-0.04000570296504358
2765,2,change_case:english_lowercase|detectable_content:number_placeholders,0.5433763311325469,0.057689201765975244,0.1361091360219131
3724,3,detectable_format:number_highlighted_sections|punctuation:no_comma|startend:end_checker,0.31571547175110515,0.5925162895391144,-1.5305443387130082
3294,2,length_constraints:number_paragraphs|startend:quotation,0.26543632888896446,0.15984401209219598,-0.2598462430800019
1305,2,detectable_content:postscript|detectable_format:number_bullet_lists,0.56367807274925,0.10056204801700938,0.20499852519494988
